DesviacionEstandar,Uniformidad,Entropia,SIFT_0,SIFT_1,SIFT_2,SIFT_3,SIFT_4,SIFT_5,SIFT_6,SIFT_7,SIFT_8,SIFT_9,SIFT_10,SIFT_11,SIFT_12,SIFT_13,SIFT_14,SIFT_15,SIFT_16,SIFT_17,SIFT_18,SIFT_19,SIFT_20,SIFT_21,SIFT_22,SIFT_23,SIFT_24,SIFT_25,SIFT_26,SIFT_27,SIFT_28,SIFT_29,SIFT_30,SIFT_31,SIFT_32,SIFT_33,SIFT_34,SIFT_35,SIFT_36,SIFT_37,SIFT_38,SIFT_39,SIFT_40,SIFT_41,SIFT_42,SIFT_43,SIFT_44,SIFT_45,SIFT_46,SIFT_47,SIFT_48,SIFT_49,SIFT_50,SIFT_51,SIFT_52,SIFT_53,SIFT_54,SIFT_55,SIFT_56,SIFT_57,SIFT_58,SIFT_59,SIFT_60,SIFT_61,SIFT_62,SIFT_63,SIFT_64,SIFT_65,SIFT_66,SIFT_67,SIFT_68,SIFT_69,SIFT_70,SIFT_71,SIFT_72,SIFT_73,SIFT_74,SIFT_75,SIFT_76,SIFT_77,SIFT_78,SIFT_79,SIFT_80,SIFT_81,SIFT_82,SIFT_83,SIFT_84,SIFT_85,SIFT_86,SIFT_87,SIFT_88,SIFT_89,SIFT_90,SIFT_91,SIFT_92,SIFT_93,SIFT_94,SIFT_95,SIFT_96,SIFT_97,SIFT_98,SIFT_99,SIFT_100,SIFT_101,SIFT_102,SIFT_103,SIFT_104,SIFT_105,SIFT_106,SIFT_107,SIFT_108,SIFT_109,SIFT_110,SIFT_111,SIFT_112,SIFT_113,SIFT_114,SIFT_115,SIFT_116,SIFT_117,SIFT_118,SIFT_119,SIFT_120,SIFT_121,SIFT_122,SIFT_123,SIFT_124,SIFT_125,SIFT_126,SIFT_127,Clase
0.001988732,0.25921385,7.30708828,1,0,0,0,0,0,0,1,20,0,0,0,0,0,8,92,136,38,13,0,0,0,9,136,95,76,95,0,0,0,0,38,14,0,0,0,0,0,0,4,136,6,0,0,1,0,4,136,113,72,45,7,21,1,6,120,18,122,136,10,6,0,0,1,17,4,0,0,0,0,0,1,136,95,1,1,2,0,0,10,88,59,6,24,40,0,0,4,23,16,9,12,39,4,0,0,3,2,0,0,0,0,0,0,114,88,0,0,0,0,0,0,84,91,9,10,6,0,0,0,37,12,1,5,40,2,0,0,3
0.001600698,0.16793384,9.295200685,148,2,0,2,18,1,1,21,40,27,7,15,24,2,4,7,33,9,13,22,2,1,9,33,98,33,4,0,0,0,2,52,148,0,0,1,35,16,3,43,85,5,0,2,45,18,21,56,43,13,1,2,14,15,48,53,139,30,1,1,1,0,4,75,148,0,0,0,53,35,6,58,128,17,5,3,71,39,4,17,46,22,11,33,52,7,3,3,148,93,5,4,5,0,0,10,148,69,11,16,52,13,4,17,28,32,23,39,81,18,2,4,11,23,33,44,7,5,1,1,37,110,15,3,1,0,0,2,3
0.001937452,0.246019193,8.129389846,0,0,0,0,0,0,0,0,97,0,0,0,0,0,1,27,153,1,0,0,0,7,77,133,5,0,0,0,0,43,153,13,1,0,0,0,0,0,0,0,153,10,0,0,0,0,0,8,153,53,0,0,0,6,4,27,31,7,0,0,0,67,12,5,1,0,0,0,0,0,0,0,153,14,0,0,0,0,0,29,153,56,0,0,0,0,0,75,63,27,0,0,0,24,9,5,0,0,0,0,0,0,0,0,73,47,0,0,0,0,0,1,153,153,0,0,0,0,0,8,68,53,3,0,0,2,1,9,3
0.002700563,0.477972024,5.149315034,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,25,172,7,2,3,2,1,9,172,29,4,3,45,36,9,48,93,0,0,0,0,0,0,0,0,146,1,0,0,0,0,0,16,172,50,8,10,2,0,0,42,32,21,12,78,59,1,0,4,0,0,0,0,0,0,0,0,163,3,0,0,0,0,0,10,172,54,3,4,1,0,0,11,21,20,7,46,37,0,0,0,1,0,0,0,0,0,0,1,105,3,0,0,0,0,1,58,172,29,1,1,2,0,2,79,15,10,4,25,37,1,0,6,3
0.001695579,0.188430451,8.834505577,3,4,2,30,50,0,0,0,37,0,0,9,21,0,0,16,145,0,0,1,1,0,0,103,55,0,0,62,86,0,0,28,1,4,6,33,35,0,0,0,97,0,0,5,12,0,0,16,145,2,0,9,9,0,0,49,37,2,0,127,145,0,0,6,0,0,2,8,18,11,1,0,119,1,0,1,5,2,0,5,145,20,3,32,28,0,0,4,17,4,2,145,145,0,0,0,2,2,1,2,18,14,2,1,82,5,0,0,8,3,0,1,145,37,7,52,35,0,0,0,2,3,2,100,110,0,0,0,3
0.002687929,0.473510354,5.03251067,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,33,18,0,0,0,0,5,134,83,0,0,0,0,0,8,137,22,1,0,0,0,0,0,0,0,137,8,0,0,0,0,1,25,137,24,0,0,0,6,72,106,14,2,1,0,1,10,137,113,1,0,0,0,0,0,0,0,137,21,0,0,0,0,0,7,137,98,63,1,0,0,1,57,24,30,137,5,1,0,3,49,0,0,0,0,0,0,0,0,25,35,5,0,0,0,0,0,29,106,137,2,0,0,0,0,3,28,137,6,0,0,0,0,3
0.002128886,0.297034647,7.058941102,0,0,0,0,0,0,0,0,37,1,0,0,0,0,5,36,57,1,0,0,0,0,80,139,83,0,0,0,0,0,28,139,1,0,0,0,0,0,0,0,136,16,0,0,0,0,0,13,139,36,0,0,0,0,21,85,73,5,0,0,0,0,32,107,1,0,0,0,0,0,0,0,139,12,0,0,0,0,0,17,139,58,0,0,0,0,0,70,128,37,1,0,0,0,2,22,0,0,0,0,0,0,0,0,61,35,0,0,0,0,0,0,133,139,24,0,0,0,0,2,27,120,126,3,0,0,0,1,3
0.00270885,0.480909817,5.036671779,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,19,0,0,0,0,0,0,88,7,0,0,0,0,0,2,79,4,17,0,0,0,0,0,0,6,136,2,0,0,0,0,67,155,28,7,1,0,0,0,155,128,3,3,3,5,7,36,155,30,31,3,0,0,0,0,0,1,155,91,4,0,0,0,3,33,83,121,46,0,0,0,30,40,9,43,33,37,24,12,35,10,8,4,0,0,0,0,0,0,81,141,13,0,0,0,0,1,101,155,37,0,0,0,0,19,41,23,3,4,15,9,3,17,3
0.001985438,0.258355785,7.317004783,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,39,0,0,0,0,0,5,104,79,0,0,0,0,13,59,67,13,28,1,0,0,0,0,0,14,121,6,0,0,0,0,54,128,16,1,0,0,7,24,128,128,0,0,0,0,128,128,49,14,33,3,0,0,0,0,38,46,128,36,0,0,0,0,17,91,100,28,7,3,9,16,33,35,0,0,3,4,128,128,7,1,1,0,0,0,0,1,119,105,63,6,0,0,0,3,60,100,64,23,8,2,1,2,9,29,1,1,3,3,31,64,17,4,3
0.001766459,0.20451238,8.406039385,137,0,0,0,0,0,0,33,137,23,4,3,7,4,1,30,137,47,1,1,1,0,0,2,31,5,1,12,31,5,0,2,137,1,0,0,1,1,1,51,137,7,0,1,48,23,5,41,137,31,0,1,6,3,1,10,41,6,2,24,38,14,1,2,137,51,2,1,1,0,0,14,125,53,16,10,33,9,3,24,137,29,1,0,3,2,2,39,41,11,2,12,25,21,1,2,137,31,0,0,0,0,0,4,113,51,7,1,12,8,2,7,129,102,1,0,2,1,0,1,33,21,2,18,27,1,0,1,3
0.002694222,0.475730058,5.340304287,17,34,34,0,0,0,0,1,158,102,18,0,0,0,0,14,158,32,8,24,1,0,0,8,2,3,7,90,12,0,0,0,43,2,0,0,0,0,0,4,158,47,8,0,0,0,0,43,132,34,71,62,4,0,0,14,0,0,65,82,17,0,0,0,22,10,0,0,0,0,0,0,115,158,80,0,0,0,0,1,16,75,158,47,0,0,0,0,0,0,158,84,2,0,0,0,0,2,0,0,0,0,0,0,0,19,23,0,0,0,0,0,0,7,72,5,0,0,0,0,0,0,43,8,0,0,0,0,3
0.001793949,0.210926676,8.4708401,44,0,0,0,0,0,0,7,209,6,1,1,0,0,1,102,91,11,15,41,14,4,9,40,1,10,31,20,6,5,11,4,74,1,0,0,0,0,0,0,209,10,0,0,1,1,0,6,114,6,3,18,33,25,5,9,1,2,19,37,7,7,8,16,74,0,0,0,0,0,0,2,209,26,3,0,0,0,0,9,96,27,16,37,27,5,1,2,2,2,12,53,27,3,4,7,45,7,0,0,0,0,0,0,209,86,1,0,0,0,0,4,67,30,9,10,14,3,1,2,1,2,9,17,29,10,2,2,3
0.002018143,0.266937015,7.501387086,0,0,0,0,0,0,0,0,48,0,0,0,0,0,2,42,107,0,0,0,0,0,50,151,61,0,0,2,15,10,26,135,1,0,0,0,0,0,0,0,151,7,0,0,0,0,0,15,151,77,2,1,0,0,9,89,22,30,6,15,30,10,11,27,1,0,0,0,0,0,0,0,151,11,0,0,0,0,0,27,151,88,2,0,0,2,5,68,41,97,4,2,5,11,4,3,1,0,0,0,0,0,0,0,84,54,0,0,0,0,0,3,151,151,3,2,3,3,3,13,28,85,6,6,7,2,1,1,3
0.001749979,0.200714476,8.429842452,1,2,2,74,89,41,119,15,36,21,6,10,4,7,119,119,89,21,7,6,1,0,15,119,25,4,30,108,14,5,2,31,0,2,106,52,14,18,96,18,14,19,119,119,2,3,84,28,119,97,59,28,20,2,6,30,16,8,10,119,119,7,0,3,0,1,88,49,28,15,0,0,39,12,52,82,28,1,0,1,119,18,9,5,14,3,0,15,10,0,0,4,94,11,0,3,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5.00E-05,0.000178965,13.52553204,51,22,22,55,65,14,29,25,0,0,1,86,140,17,5,1,5,1,1,17,17,8,19,47,26,2,0,0,1,10,49,140,20,41,108,77,21,0,0,0,11,8,13,78,140,9,0,2,140,17,0,10,21,2,3,140,140,70,1,2,18,17,30,140,3,39,59,55,8,0,0,0,21,15,41,98,40,0,0,0,140,57,1,6,5,0,0,12,95,90,1,1,3,0,0,7,0,1,18,32,9,0,0,0,1,2,18,12,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.001780623,0.207804876,8.653252739,121,6,0,0,1,1,0,49,91,29,6,5,18,5,2,54,84,76,3,1,1,0,1,12,22,30,3,0,0,4,8,12,121,34,1,1,2,1,0,11,115,50,10,40,67,8,0,11,121,101,5,7,6,0,0,23,41,53,2,0,0,1,10,17,121,33,0,0,2,1,0,8,121,35,2,8,98,24,0,11,121,79,1,3,15,3,0,28,75,20,0,0,1,7,37,37,82,59,2,0,0,0,0,0,64,91,48,36,52,5,0,0,112,121,16,17,17,1,0,0,86,110,8,2,1,1,3,4,3
3.56E-05,9.85E-05,13.71174581,0,2,14,22,20,63,13,0,14,9,41,93,46,21,1,0,155,17,17,19,7,1,5,98,55,0,0,0,0,0,38,141,0,1,18,51,65,98,11,0,59,5,6,47,155,73,0,2,155,16,2,5,20,2,1,99,100,3,0,0,1,8,29,86,0,2,35,83,75,12,0,0,42,6,7,103,155,2,0,0,155,43,0,5,12,0,0,8,52,8,0,0,1,4,3,7,0,0,0,4,27,12,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0.002224483,0.324308579,6.754199736,41,73,128,14,6,9,6,10,34,38,77,21,21,33,17,12,11,6,46,30,10,5,26,58,2,2,81,115,9,2,10,20,43,44,112,1,0,0,0,1,128,72,44,12,32,4,3,36,32,8,73,128,128,7,4,13,0,1,121,112,17,0,0,0,32,16,1,0,0,0,0,0,128,128,109,36,11,0,0,4,8,20,88,128,126,0,0,1,0,0,2,13,18,0,0,0,0,2,0,0,0,0,0,0,0,15,28,3,0,0,0,0,0,1,22,15,0,0,0,0,0,0,0,1,0,0,0,0,3
0.00208719,0.285513807,7.402840806,47,9,3,0,0,0,0,20,11,1,3,1,1,3,13,38,0,0,0,0,5,33,58,33,13,1,0,0,1,12,40,73,65,53,0,0,0,0,0,6,92,18,0,0,0,1,30,66,10,1,2,5,6,17,77,98,15,2,0,0,7,27,64,116,69,60,7,2,3,3,0,3,131,50,8,4,0,0,1,19,63,35,29,27,2,2,7,21,86,57,30,4,1,2,24,90,20,130,131,9,2,1,0,1,40,131,131,3,0,0,0,2,33,104,110,27,0,0,0,1,27,58,131,131,0,0,0,0,3
0.001277049,0.106894922,10.21605608,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,20,155,1,0,0,0,0,12,135,38,4,2,1,1,4,70,55,1,0,0,0,0,0,0,0,155,2,0,0,0,0,0,8,155,47,18,7,0,0,0,14,46,37,143,26,1,1,2,3,1,0,0,0,0,0,0,0,149,10,0,0,0,0,0,18,155,62,35,58,10,0,0,18,5,25,154,129,18,2,0,0,1,0,0,0,0,0,0,0,44,43,2,0,0,0,0,1,44,122,69,24,11,0,0,1,8,24,30,31,24,15,11,2,3
0.002058224,0.277644493,7.386714667,14,0,0,0,0,0,0,11,90,0,0,0,0,0,0,126,14,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,9,151,27,3,0,0,0,2,135,73,30,37,1,0,0,10,107,6,11,27,10,0,0,0,6,44,17,0,0,0,0,0,0,151,151,32,0,0,0,0,4,27,151,151,2,0,0,0,3,2,40,105,23,0,0,0,0,2,6,0,0,0,0,0,0,5,126,20,0,0,0,0,0,5,151,47,0,0,0,0,0,20,138,20,0,0,0,0,4,3
0.001963081,0.252570579,7.373284739,0,25,5,0,0,0,0,1,22,70,31,8,5,3,2,37,19,10,3,5,9,91,61,58,0,0,0,0,1,103,15,0,15,1,0,0,0,0,0,12,130,7,0,0,0,0,11,151,30,1,0,0,9,106,98,151,0,0,0,0,17,151,14,0,41,5,0,0,0,0,0,4,151,48,0,0,0,1,2,60,115,12,0,0,25,70,12,32,0,0,0,0,14,91,0,0,19,7,0,0,0,0,0,1,151,151,0,0,0,0,0,8,67,94,0,0,1,14,2,7,0,0,0,0,1,5,0,0,3
3.39E-05,9.05E-05,13.78016366,10,31,19,14,35,13,2,1,147,48,21,2,0,13,51,72,58,1,0,0,16,45,171,87,2,0,0,0,23,74,105,16,21,14,19,70,46,6,0,1,171,44,15,13,2,0,0,97,144,6,1,7,57,30,16,67,1,0,0,0,31,70,30,2,36,8,6,30,88,43,5,13,171,87,7,6,5,5,3,41,124,79,25,11,8,2,4,7,17,12,1,0,1,5,14,6,3,0,0,0,5,3,1,4,70,10,0,0,0,1,1,15,41,23,4,0,0,0,0,5,9,3,0,0,0,0,0,3,3
0.000333827,0.007318624,13.17640256,1,0,0,0,0,0,0,0,139,4,0,0,0,0,0,10,139,15,17,4,9,64,23,45,1,55,73,4,9,103,19,1,1,0,0,0,0,1,0,0,139,25,0,0,0,0,0,6,139,123,0,0,0,37,16,30,9,35,1,0,0,139,66,3,1,0,0,0,1,0,0,0,139,5,0,0,0,0,0,34,139,38,0,2,6,13,36,139,11,51,14,9,17,31,27,11,1,0,0,0,0,0,0,0,139,10,0,0,0,0,0,6,139,34,3,35,23,7,8,29,4,4,10,62,39,10,12,14,3
0.002389149,0.374096858,6.33618979,128,27,0,0,0,0,0,1,135,135,8,0,0,0,0,0,19,105,55,16,6,1,0,1,47,135,51,7,3,1,1,19,37,60,3,0,0,0,0,0,54,135,64,0,0,0,0,0,89,135,25,4,6,1,0,6,114,61,10,2,3,1,0,27,1,8,1,0,0,0,0,0,123,56,12,0,0,0,0,9,135,76,7,2,0,0,0,50,37,38,34,7,1,0,0,11,0,0,0,0,0,0,0,0,69,34,0,0,0,0,0,1,135,135,7,1,0,0,0,2,22,61,19,5,2,0,0,0,3
0.00184118,0.222178596,8.107442561,0,0,0,0,0,0,0,1,2,0,0,0,0,0,12,67,0,0,0,0,0,4,150,85,0,0,0,0,0,25,150,3,19,0,0,0,0,0,0,12,150,5,0,0,1,2,23,150,23,2,1,3,35,44,150,150,6,0,0,1,7,31,150,21,51,2,0,0,0,0,0,3,150,73,5,4,2,1,2,48,72,48,21,52,46,22,12,23,14,20,4,4,9,20,27,18,39,1,0,0,0,0,0,1,150,48,1,2,1,0,0,4,65,37,8,22,16,4,4,26,22,19,3,4,3,10,21,40,3
0.001964574,0.252954907,7.546383972,32,0,0,0,0,0,0,6,152,0,0,0,10,24,20,111,25,1,0,0,106,113,43,31,3,3,2,1,9,7,40,9,63,2,0,0,0,0,0,4,152,41,6,7,25,13,3,48,61,15,11,51,152,66,4,14,1,13,19,15,34,3,0,0,30,13,0,0,0,0,0,0,152,152,101,20,6,0,0,1,15,49,152,152,87,1,0,0,0,32,70,29,12,0,0,0,0,2,0,0,0,0,0,0,1,23,33,1,0,0,0,0,0,5,53,17,0,0,0,0,0,6,25,2,0,0,0,0,3
0.002134159,0.29850783,7.510975041,0,0,0,0,0,0,0,1,32,4,0,0,0,0,9,20,135,68,0,0,0,0,6,34,135,49,0,0,0,0,5,19,17,0,0,0,0,0,0,10,81,1,0,0,0,0,47,135,135,24,0,0,0,0,86,135,135,59,0,0,0,0,2,25,38,5,0,0,0,0,0,1,135,35,0,0,0,0,4,37,125,25,0,0,0,0,24,56,135,46,9,0,0,0,2,36,14,6,0,0,0,0,0,0,135,115,0,0,0,0,0,3,78,113,8,0,0,0,4,15,19,69,39,2,1,1,0,1,3
0.002741019,0.492399208,4.552873058,10,59,40,18,2,2,7,8,24,108,30,0,0,0,11,29,13,46,78,66,9,8,15,22,4,15,56,87,24,12,6,2,38,37,20,11,35,21,2,3,121,73,18,5,5,6,7,41,8,15,43,84,99,18,8,12,24,24,28,79,57,1,0,6,43,7,1,13,73,10,1,6,111,73,42,32,3,1,1,13,4,10,70,121,43,3,1,2,8,4,88,121,36,0,0,4,8,33,87,76,29,2,0,4,16,50,121,92,0,0,0,6,0,0,112,121,0,0,0,0,0,0,71,112,0,0,0,0,3
0.002217803,0.322363839,6.945187143,9,29,7,4,0,0,0,0,5,29,29,21,13,1,0,0,1,2,6,12,26,4,17,43,11,0,0,1,5,8,90,130,6,44,26,17,15,18,19,3,34,70,118,36,9,16,10,5,133,55,35,9,5,2,22,133,38,13,59,112,33,18,90,133,14,4,1,2,5,29,51,11,39,7,8,6,11,83,59,56,133,56,37,36,10,5,16,108,23,22,115,133,25,3,0,6,11,2,3,8,18,17,7,19,67,10,7,11,5,7,15,58,23,5,36,98,24,1,6,63,4,2,12,73,38,3,13,8,3
0.002300604,0.346882793,6.490933007,146,12,0,0,0,0,0,3,136,9,0,0,0,0,5,15,93,49,4,3,0,0,0,4,6,7,6,17,5,2,1,1,146,21,0,0,0,0,0,2,146,14,1,2,4,2,2,7,142,17,0,0,1,0,0,6,28,1,0,4,29,5,2,5,146,44,0,0,0,0,0,0,146,34,0,0,4,6,2,10,133,2,0,0,1,2,2,45,25,0,0,3,43,10,2,11,137,86,0,0,0,0,0,0,146,109,0,0,0,0,0,5,119,14,0,0,0,1,1,29,17,4,0,1,39,21,3,10,3
0.002144233,0.301332412,7.164633848,33,5,3,1,0,0,0,14,80,8,12,1,11,19,41,131,5,1,3,4,136,96,38,21,0,0,0,0,30,7,0,0,90,6,0,0,0,0,0,9,156,15,1,1,36,11,5,43,29,1,1,6,156,59,5,5,0,0,0,0,66,7,0,0,95,6,0,0,0,0,0,9,156,28,2,16,31,1,0,24,25,6,2,62,156,10,0,1,0,0,0,5,72,1,0,0,56,22,1,0,0,0,0,0,124,87,54,23,13,0,0,1,5,10,39,100,147,0,0,0,0,0,0,8,36,0,0,0,3
0.002063802,0.279151349,7.506182276,66,30,0,0,0,0,0,0,179,137,10,3,1,0,0,5,42,18,12,39,18,4,1,6,6,3,8,27,4,4,4,5,63,8,0,0,0,0,0,0,179,40,0,2,3,2,0,7,90,5,3,27,39,38,8,13,24,5,6,8,3,5,13,29,48,6,0,0,0,0,0,0,179,45,0,0,1,2,0,11,113,12,2,7,65,34,3,13,4,17,24,11,26,5,3,5,16,6,0,0,0,0,0,0,179,179,0,0,0,0,0,2,101,111,3,15,62,17,1,2,2,5,16,19,37,7,0,0,3
0.002344323,0.360191193,6.470463224,0,0,0,0,35,102,19,0,26,27,5,2,52,37,0,0,115,115,11,31,13,1,0,0,13,18,9,115,115,0,0,0,0,0,0,31,115,47,3,0,24,3,0,2,115,47,1,1,115,46,10,51,46,6,0,5,4,7,6,115,100,3,0,0,0,0,0,11,74,83,11,0,17,2,0,0,115,57,3,5,109,14,1,6,69,41,5,30,3,1,0,9,115,57,1,2,1,1,1,2,61,30,1,0,5,4,0,0,115,62,0,0,61,71,3,5,53,17,1,2,5,13,3,6,115,32,0,0,3
0.00181216,0.2152306,8.318118019,36,0,0,0,0,0,0,2,179,15,0,0,0,0,0,21,138,15,6,23,20,0,1,6,6,26,17,4,4,4,10,7,55,1,0,0,0,0,0,8,179,21,2,1,1,0,0,61,130,21,13,38,31,0,0,15,15,29,15,6,4,4,6,16,63,3,0,0,0,0,0,2,179,112,15,1,0,0,0,8,88,102,74,16,8,0,0,5,81,24,3,4,7,12,10,21,48,0,0,0,0,0,0,4,179,24,3,0,0,0,0,27,114,42,13,0,0,0,1,39,109,13,1,7,10,7,2,20,3
0.00171312,0.19234895,9.006692323,10,0,0,0,0,0,0,5,156,0,0,0,0,0,0,139,128,1,1,13,6,0,0,107,1,0,0,23,13,1,2,2,41,1,0,0,0,0,0,6,156,9,0,0,0,1,0,104,96,4,0,8,29,19,2,46,2,2,2,11,12,7,1,1,35,8,0,0,0,0,0,0,156,156,0,0,0,0,0,5,92,130,0,0,14,42,2,3,0,3,1,7,32,39,0,0,4,4,0,0,0,0,0,0,54,156,0,0,0,0,0,0,46,156,23,1,3,4,0,0,2,47,55,8,21,19,0,0,3
0.002369337,0.367918383,6.274739147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,22,0,0,0,0,0,0,77,64,0,0,0,0,0,9,142,39,18,0,0,0,0,0,0,10,105,1,0,0,0,0,57,142,17,0,0,0,0,1,142,142,3,1,0,0,0,21,142,86,38,5,0,0,0,0,0,2,142,72,1,0,0,0,4,42,90,41,33,9,3,2,26,37,7,21,55,5,1,2,7,9,12,5,0,0,0,0,0,0,107,135,29,0,0,0,0,0,24,80,142,30,0,0,0,0,5,43,142,23,0,0,0,0,3
0.002770365,0.502999105,4.610469885,92,3,1,11,20,9,2,36,22,1,0,23,50,16,1,9,67,0,0,3,109,24,3,33,0,0,0,7,130,21,1,1,78,1,0,8,33,23,5,38,39,3,1,23,78,35,1,4,130,6,1,11,130,26,1,13,2,0,0,15,130,32,0,0,83,37,10,35,51,0,0,4,32,8,6,41,78,1,0,5,91,26,41,130,91,1,0,6,1,0,2,116,130,1,0,0,11,130,50,13,11,0,0,0,1,27,30,83,38,3,0,0,2,6,42,130,14,0,0,0,0,0,3,63,13,0,0,0,3
0.002567641,0.432079579,5.964248509,2,0,0,0,0,0,0,1,36,3,0,0,0,0,14,47,27,2,0,0,0,0,85,140,24,0,0,0,0,1,19,140,3,1,0,0,0,0,0,0,140,32,0,0,0,0,1,16,140,18,1,0,0,0,14,140,31,9,10,0,0,6,25,126,1,0,0,0,0,0,0,0,131,42,0,0,0,0,0,4,140,140,42,14,0,0,0,40,19,77,140,42,2,2,1,13,0,0,0,0,0,0,0,0,12,30,0,0,0,0,0,0,17,140,36,5,0,0,0,0,3,124,65,21,3,1,2,3,3
0.000313071,0.006438663,13.43684113,44,11,0,0,0,0,0,1,140,88,22,19,1,1,1,1,11,42,61,101,7,6,2,0,27,112,30,6,0,0,0,0,34,5,0,0,0,0,0,4,140,37,12,7,0,10,35,96,15,21,20,28,8,140,77,30,7,100,57,1,2,64,23,0,42,5,0,0,0,0,0,1,140,39,0,0,0,4,8,32,86,11,0,0,5,140,58,17,0,2,3,0,4,140,116,0,27,3,1,0,0,0,0,0,140,32,1,0,0,0,0,10,103,24,12,1,6,7,4,9,1,3,3,1,7,48,25,0,3
0.001767002,0.204638049,9.067696167,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,30,42,0,0,0,0,0,70,151,3,0,0,0,0,0,151,151,1,0,0,0,0,0,0,0,133,3,0,0,0,0,0,15,151,4,0,0,0,0,10,107,82,8,0,0,0,0,25,89,1,0,0,0,0,0,0,0,140,14,0,0,0,0,0,2,151,55,0,0,0,0,0,21,108,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,51,24,0,0,0,0,0,0,151,135,0,0,0,0,0,0,123,32,0,0,0,0,0,7,3
0.002149588,0.30283921,7.221374059,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,24,67,0,0,0,0,0,33,162,18,0,0,0,2,8,62,162,0,0,0,0,0,0,0,0,130,3,0,0,0,0,0,16,162,22,0,0,0,0,10,128,66,7,0,0,5,7,36,78,0,0,0,0,0,0,0,0,137,10,0,0,0,0,0,2,162,104,1,0,0,0,0,5,81,90,2,0,4,1,0,1,0,0,0,0,0,0,0,0,67,11,0,0,0,0,0,9,162,86,1,0,0,0,0,72,90,41,1,0,1,0,0,52,4
0.001913416,0.239953208,7.845516297,21,0,0,0,0,0,0,4,143,2,0,3,1,0,0,85,134,10,7,124,68,0,0,31,101,59,10,47,18,0,0,1,45,1,0,0,0,0,0,7,143,39,12,18,5,0,0,42,79,30,20,143,116,0,0,4,111,122,13,37,18,0,0,0,25,14,0,0,0,0,0,2,109,143,67,12,1,0,0,6,18,60,68,106,42,0,0,0,27,111,9,14,8,0,0,0,0,2,0,0,0,0,0,0,45,36,6,0,0,0,0,0,62,29,5,5,15,1,0,0,11,27,1,2,9,1,0,0,4
0.001738299,0.198044214,8.79006191,20,0,0,0,0,0,0,4,180,0,0,0,0,0,1,100,100,0,1,4,19,47,21,57,0,2,12,9,13,79,23,0,44,0,0,0,0,0,0,6,180,7,1,2,0,0,0,58,134,6,18,62,24,15,9,19,0,2,56,44,14,41,10,0,51,4,0,0,0,0,0,2,180,44,1,2,1,0,1,20,98,20,8,40,50,33,16,10,0,1,29,35,37,47,13,0,37,2,0,0,0,0,0,0,180,37,0,0,0,0,1,15,108,14,0,0,2,35,50,27,0,0,0,0,32,121,42,2,4
0.002622056,0.450586913,5.280743262,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,53,123,6,1,3,4,21,75,135,3,1,3,11,14,85,86,36,1,0,0,0,0,0,0,0,135,30,0,0,0,0,0,14,135,120,12,36,17,9,4,48,6,9,36,116,51,33,6,5,1,0,0,0,0,0,0,1,135,6,0,0,0,0,0,54,135,38,11,16,27,21,7,108,15,8,11,46,104,51,5,14,4,0,0,0,0,0,0,1,135,27,0,0,0,0,0,21,130,72,43,35,7,2,1,15,5,14,23,84,30,10,5,1,4
0.001570502,0.161658224,9.556827311,1,0,0,0,0,0,0,3,10,0,0,0,0,3,46,78,1,0,0,0,6,45,124,27,1,0,0,0,2,8,59,11,17,0,0,0,0,0,0,7,141,9,1,3,11,15,39,141,39,4,1,15,141,134,80,62,22,6,1,3,50,19,15,14,25,3,0,0,0,0,0,1,141,94,13,23,12,3,1,18,46,35,17,141,141,21,1,7,36,9,1,22,44,4,3,15,19,1,0,0,0,0,0,1,141,24,2,5,10,14,5,43,36,9,3,29,141,81,8,21,26,8,2,4,20,11,24,57,4
0.00267522,0.469043389,5.275979732,58,1,0,0,0,0,0,12,140,3,0,0,0,0,16,124,30,26,8,1,0,1,98,119,2,7,14,15,8,33,125,18,95,6,0,0,0,0,0,1,140,37,3,1,2,5,3,26,42,63,56,18,29,16,6,18,1,37,111,39,8,4,2,1,42,24,1,0,0,0,0,0,133,140,51,2,1,1,0,2,20,140,66,42,46,13,7,2,9,30,52,13,14,12,34,48,1,5,1,0,0,0,0,0,6,88,12,0,0,0,0,0,42,140,10,1,1,3,6,3,21,105,39,1,1,4,32,48,4
