DesviacionEstandar,Uniformidad,Entropia,SIFT_0,SIFT_1,SIFT_2,SIFT_3,SIFT_4,SIFT_5,SIFT_6,SIFT_7,SIFT_8,SIFT_9,SIFT_10,SIFT_11,SIFT_12,SIFT_13,SIFT_14,SIFT_15,SIFT_16,SIFT_17,SIFT_18,SIFT_19,SIFT_20,SIFT_21,SIFT_22,SIFT_23,SIFT_24,SIFT_25,SIFT_26,SIFT_27,SIFT_28,SIFT_29,SIFT_30,SIFT_31,SIFT_32,SIFT_33,SIFT_34,SIFT_35,SIFT_36,SIFT_37,SIFT_38,SIFT_39,SIFT_40,SIFT_41,SIFT_42,SIFT_43,SIFT_44,SIFT_45,SIFT_46,SIFT_47,SIFT_48,SIFT_49,SIFT_50,SIFT_51,SIFT_52,SIFT_53,SIFT_54,SIFT_55,SIFT_56,SIFT_57,SIFT_58,SIFT_59,SIFT_60,SIFT_61,SIFT_62,SIFT_63,SIFT_64,SIFT_65,SIFT_66,SIFT_67,SIFT_68,SIFT_69,SIFT_70,SIFT_71,SIFT_72,SIFT_73,SIFT_74,SIFT_75,SIFT_76,SIFT_77,SIFT_78,SIFT_79,SIFT_80,SIFT_81,SIFT_82,SIFT_83,SIFT_84,SIFT_85,SIFT_86,SIFT_87,SIFT_88,SIFT_89,SIFT_90,SIFT_91,SIFT_92,SIFT_93,SIFT_94,SIFT_95,SIFT_96,SIFT_97,SIFT_98,SIFT_99,SIFT_100,SIFT_101,SIFT_102,SIFT_103,SIFT_104,SIFT_105,SIFT_106,SIFT_107,SIFT_108,SIFT_109,SIFT_110,SIFT_111,SIFT_112,SIFT_113,SIFT_114,SIFT_115,SIFT_116,SIFT_117,SIFT_118,SIFT_119,SIFT_120,SIFT_121,SIFT_122,SIFT_123,SIFT_124,SIFT_125,SIFT_126,SIFT_127,Clase
0.001884757,0.232819391,8.078227286,0,0,0,0,0,0,1,2,0,0,0,0,0,2,27,19,0,0,0,0,0,20,31,3,0,0,0,0,0,4,2,1,6,0,0,0,0,0,1,10,99,1,0,0,0,23,88,143,13,0,0,0,14,143,143,38,0,0,0,0,2,40,143,40,9,1,0,0,0,0,0,1,143,49,0,0,0,13,11,39,105,16,0,0,10,143,116,24,0,0,2,19,5,31,143,67,1,0,0,0,0,0,0,0,143,68,0,0,0,0,0,0,143,46,1,4,27,11,5,1,0,0,5,81,43,3,7,4,1
0.001339445,0.117594327,9.827172257,51,1,0,0,0,0,0,3,213,2,1,1,1,0,0,27,109,7,26,22,11,17,2,11,7,5,12,6,8,30,17,7,77,2,0,0,0,0,0,2,213,7,0,1,4,2,0,23,118,10,14,21,47,27,3,12,36,12,12,17,5,4,2,11,83,1,0,0,0,0,0,2,213,46,5,4,1,0,0,5,85,36,40,53,19,6,1,2,5,22,44,20,5,1,0,2,64,0,0,0,0,0,0,5,213,7,1,1,3,2,0,36,52,8,13,16,38,14,1,13,10,14,16,2,3,1,2,17,1
0.001504177,0.148293537,9.299069812,39,10,2,38,143,42,3,5,143,72,1,12,45,5,0,15,27,13,0,26,143,14,0,3,0,0,0,2,49,2,0,0,34,6,5,98,143,10,0,5,143,64,12,21,49,2,0,17,42,16,13,64,143,9,0,3,0,0,0,6,57,2,0,0,9,11,65,102,90,2,0,1,71,110,116,25,12,1,0,3,6,18,126,137,65,1,0,0,0,0,2,21,17,0,0,0,0,1,21,13,0,0,0,0,0,6,20,3,0,0,0,0,0,0,18,7,0,0,0,0,0,0,1,1,0,0,0,0,1
0.000365224,0.008757018,13.0280926,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,32,148,3,2,3,0,0,0,148,64,2,15,44,7,10,7,42,1,0,0,0,0,0,0,0,148,16,0,0,0,0,0,23,148,148,47,20,0,0,0,62,39,44,93,106,0,0,0,7,3,0,0,0,0,0,0,2,143,5,0,0,0,0,0,83,148,58,17,5,1,0,0,97,17,48,52,23,9,1,0,2,10,0,0,0,0,0,0,3,148,1,0,0,0,0,0,60,96,11,6,4,1,0,0,38,1,2,5,10,18,9,9,3,1
0.00039745,0.010367738,13.10987094,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,8,167,9,6,22,9,2,1,19,20,23,15,38,18,5,8,8,0,0,0,0,0,0,0,0,166,10,0,0,0,0,0,4,167,83,1,4,6,9,14,12,21,26,2,4,6,22,66,27,0,0,0,0,0,0,0,0,157,4,0,0,0,0,0,28,167,63,0,0,0,2,9,107,62,57,8,6,2,5,9,17,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,18,167,1,1,0,3,25,12,74,15,22,30,8,7,35,18,9,1
0.001892457,0.234725548,7.045574203,7,3,1,2,1,0,0,2,24,3,4,5,3,0,0,6,149,4,4,22,39,9,2,43,20,1,3,79,149,21,1,6,7,7,1,6,5,3,4,4,61,14,7,11,7,4,2,8,149,13,3,23,91,29,6,69,11,1,1,52,149,51,3,9,5,3,1,1,2,10,12,8,57,6,1,3,4,20,21,14,149,47,5,29,124,9,2,12,9,4,2,49,149,19,0,0,4,12,5,2,1,2,3,3,24,6,7,8,2,4,5,5,149,32,3,11,51,40,9,30,13,3,1,18,149,119,7,8,2
0.001658343,0.180245991,7.377899344,0,0,0,0,0,0,0,1,23,0,0,0,0,0,12,106,8,0,0,0,1,8,130,105,0,0,0,0,1,11,123,14,4,0,0,0,0,0,0,2,130,3,0,0,1,3,7,130,39,1,0,2,28,67,32,79,0,0,2,2,14,27,26,4,11,4,0,0,0,0,0,0,130,74,1,2,2,1,1,15,85,26,3,17,53,17,9,40,53,5,5,7,15,44,130,130,6,3,0,0,0,0,0,0,130,94,1,1,0,0,0,0,130,70,9,6,3,0,0,18,130,53,46,82,26,12,25,68,2
0.00185548,0.225642924,7.190626699,10,0,0,0,0,12,40,26,20,0,0,0,0,30,43,23,77,3,0,1,2,1,4,89,89,29,38,121,31,1,3,45,68,0,0,0,1,12,22,65,27,1,0,0,33,112,30,28,121,20,5,23,33,14,7,91,13,4,7,121,121,3,5,22,83,0,0,0,3,16,15,64,38,1,0,6,117,73,5,20,121,32,5,20,78,25,1,4,12,5,3,56,121,40,0,1,23,0,0,7,14,17,17,54,14,1,0,61,119,2,0,13,69,17,8,47,60,5,2,10,6,2,4,97,121,8,0,0,2
0.002678785,0.47029444,5.107323762,2,0,0,0,0,0,1,6,2,0,0,0,0,9,46,26,0,0,0,0,1,29,24,1,0,0,0,0,0,1,0,0,42,5,0,0,0,0,1,15,163,14,0,0,11,57,98,111,15,0,0,2,131,163,62,13,0,0,0,0,21,12,0,0,59,4,0,0,0,0,0,5,163,13,0,10,50,9,3,32,51,1,0,51,163,39,3,4,0,0,0,5,50,3,0,0,39,0,0,0,0,0,69,37,163,0,0,7,53,10,15,94,22,0,0,31,163,64,29,5,0,0,0,2,20,19,69,0,2
0.001864789,0.227912595,6.962936068,0,0,0,0,4,74,32,0,32,3,0,0,2,26,7,5,105,16,1,10,85,9,2,8,1,0,0,7,120,7,0,0,0,0,0,1,15,120,99,0,31,1,0,2,61,120,14,2,120,9,2,16,107,15,0,9,1,0,0,14,120,8,0,0,0,0,119,116,53,63,12,0,15,0,11,119,120,55,2,13,56,11,4,61,96,3,1,21,0,0,1,47,87,0,0,0,2,5,120,53,1,0,4,10,13,1,22,65,7,1,2,55,7,0,2,88,90,2,2,24,0,0,0,19,33,0,0,0,2
0.001453045,0.138384089,9.185496304,8,29,5,2,1,1,5,4,33,43,16,9,31,69,10,7,8,5,0,1,62,145,14,3,0,0,0,0,28,53,0,0,3,21,5,3,2,7,12,7,34,78,29,3,3,8,4,4,48,57,15,12,102,145,39,24,2,0,0,0,88,145,24,4,4,1,1,3,14,20,12,19,33,14,11,3,13,27,19,10,145,122,3,0,14,58,32,38,21,48,1,1,145,145,21,6,1,4,4,22,22,3,5,6,3,12,13,9,4,7,9,2,36,124,5,5,2,3,1,5,24,126,19,21,109,82,2,1,2
0.002117279,0.293804631,7.347963936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,7,0,0,0,0,0,7,19,1,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,7,99,1,0,0,1,14,93,139,11,0,0,0,44,148,132,35,0,0,0,0,22,42,1,0,38,2,0,0,0,0,0,1,148,28,0,0,3,9,10,41,81,6,0,0,148,148,15,15,0,0,0,0,138,61,0,0,20,1,0,0,0,0,23,7,148,28,0,0,1,0,8,22,94,12,0,1,148,24,0,3,0,0,0,0,148,20,1,0,2
0.001435785,0.135116244,8.737354962,3,1,0,0,1,13,10,3,117,10,0,0,1,4,4,18,87,2,0,0,42,148,50,34,0,0,0,0,18,148,37,2,2,29,13,3,0,15,20,5,131,4,0,0,0,2,12,44,148,24,0,0,0,60,55,55,35,7,0,0,0,148,89,16,7,148,26,3,0,0,2,1,109,97,0,0,0,0,2,34,148,63,0,0,0,1,1,15,26,15,0,0,0,7,4,1,3,90,2,0,0,0,0,0,34,148,0,0,0,0,0,1,17,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0.000177398,0.002077688,13.26138796,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,35,122,5,0,0,0,0,14,56,137,3,0,0,0,0,12,0,0,3,10,0,0,0,0,37,41,65,59,2,0,0,1,164,100,30,3,1,2,8,109,80,59,1,0,2,6,19,79,0,1,25,29,15,15,14,1,102,12,23,80,21,16,30,39,164,61,5,3,0,1,4,49,104,39,7,5,1,2,11,56,4,2,3,14,28,64,73,14,58,14,1,7,21,25,34,25,164,100,11,0,0,0,2,24,53,113,67,5,0,0,0,1,2
0.001688168,0.186787067,7.750514826,0,0,0,0,0,0,18,44,36,2,0,0,0,0,8,65,34,1,1,1,1,31,55,61,2,1,1,4,6,78,24,2,0,0,1,18,17,8,30,32,84,13,2,7,4,1,6,48,138,16,0,0,0,51,48,79,17,3,0,0,28,138,28,8,16,2,7,47,7,1,1,9,135,4,0,3,1,1,35,138,137,15,0,0,1,34,103,138,46,20,0,0,53,138,7,5,29,10,8,8,0,0,0,1,138,51,0,0,0,1,6,39,125,19,0,0,15,93,40,30,15,31,0,0,37,75,2,0,2
0.00184691,0.223563537,7.807306666,23,21,7,1,2,4,1,4,156,55,2,5,8,0,0,30,74,10,0,120,156,0,0,6,0,0,0,67,87,0,0,1,47,1,0,0,4,11,3,10,156,23,6,18,24,0,0,40,62,6,5,123,156,1,0,5,1,0,0,19,83,4,2,2,26,9,0,0,9,10,2,1,147,144,70,41,7,1,1,2,11,22,60,156,101,1,1,0,2,0,0,16,25,3,4,4,1,14,24,0,2,14,16,1,3,28,32,6,0,8,35,2,0,3,25,22,2,6,26,1,1,1,4,1,1,7,21,2,2
0.001667112,0.182157099,7.631014764,91,11,3,16,25,5,14,58,3,1,2,29,99,18,9,11,59,1,5,6,9,3,12,125,20,1,1,1,39,70,65,91,85,11,5,8,16,7,3,27,35,1,2,5,103,30,4,23,125,46,12,3,8,6,15,125,30,17,27,85,101,76,38,68,42,64,24,19,13,5,2,12,35,24,17,12,27,16,21,28,113,102,73,19,18,22,24,39,8,29,125,125,37,5,0,1,41,98,9,4,1,2,2,3,53,56,7,3,1,20,52,18,19,40,36,47,36,44,26,8,0,0,11,47,51,20,6,2,2
0.001918848,0.241317406,7.701673211,2,5,5,3,1,1,40,42,2,4,7,6,7,41,64,15,10,4,5,2,6,25,19,34,17,10,5,1,10,21,6,4,24,72,33,11,2,2,48,93,14,10,16,90,89,56,54,25,117,12,2,18,43,44,15,42,13,5,8,9,78,56,8,6,4,122,112,7,1,0,0,1,6,122,96,37,28,28,21,6,74,37,81,19,19,15,26,29,33,22,11,18,52,17,122,68,0,39,17,0,0,0,0,0,0,113,108,1,0,0,1,0,10,102,122,4,0,0,1,3,62,122,92,0,0,0,37,47,2
0.001729919,0.196139545,7.583189692,1,0,0,0,0,0,0,0,128,34,0,0,0,0,0,0,144,59,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,25,13,104,14,0,0,0,0,54,39,144,41,0,0,0,0,6,37,15,2,0,0,0,0,0,1,1,1,16,3,0,0,144,118,14,1,43,22,3,6,144,100,101,12,85,15,1,2,51,100,10,3,21,2,0,0,0,3,1,1,144,72,26,1,40,24,1,1,144,81,2,2,21,6,1,3,144,50,1,1,3,1,0,1,43,6,0,0,0,0,2
0.000735134,0.035432331,10.15952427,1,0,0,0,0,0,0,2,146,12,0,0,0,0,2,32,171,19,0,0,0,0,1,23,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,13,171,2,0,0,1,2,42,171,75,1,0,0,15,22,64,152,0,0,0,0,1,1,1,0,58,4,0,0,0,0,0,2,171,39,0,0,7,3,6,50,95,7,0,0,109,22,13,21,0,0,0,0,6,1,0,0,34,4,0,0,0,0,0,0,171,48,0,0,4,0,0,0,108,13,0,0,109,7,0,0,0,0,0,0,10,0,0,0,2
0.001992306,0.2601462,7.339290432,1,0,0,0,0,0,0,4,39,0,0,0,0,1,8,107,53,2,3,12,9,10,14,98,64,9,3,7,5,3,2,53,40,0,0,0,0,0,0,22,132,14,2,3,7,27,51,132,24,8,4,18,105,132,55,61,54,88,4,3,15,14,3,6,81,1,0,0,0,0,0,18,132,116,21,14,9,6,3,40,24,45,25,58,132,62,43,10,6,17,1,1,18,49,102,10,66,0,0,0,0,0,0,50,97,53,7,4,2,0,0,42,50,121,10,2,3,9,33,18,15,48,12,1,4,58,109,23,2
0.001985975,0.258495602,7.433155504,2,45,40,3,5,21,23,1,7,40,27,4,34,123,26,2,3,1,0,0,14,132,40,2,0,0,0,0,0,44,6,0,1,3,1,1,34,50,43,5,36,19,5,0,4,25,43,23,117,16,1,2,18,132,94,37,5,2,0,2,100,132,27,2,0,0,0,0,9,99,107,9,9,1,0,0,1,42,132,69,72,12,2,5,23,31,94,111,6,4,1,8,132,132,27,10,15,4,0,0,9,74,32,10,5,5,22,8,18,30,40,41,11,24,45,14,2,6,28,28,2,4,14,35,19,94,22,17,2
0.002479445,0.402907625,5.366865241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,15,8,0,0,0,0,0,42,113,56,3,0,0,0,0,87,130,16,0,0,0,0,0,0,8,107,1,0,0,1,1,88,146,24,1,5,9,10,8,146,146,9,2,45,37,1,1,51,99,37,4,0,0,0,0,0,1,146,48,0,1,7,1,9,48,82,14,6,41,124,8,27,25,0,0,46,94,48,10,1,1,17,2,0,0,0,0,11,7,146,42,0,1,4,0,3,29,87,18,1,35,127,1,0,4,1,3,1,16,50,24,1,0,2
0.001782596,0.208265573,7.635605013,47,0,0,0,0,0,0,55,73,1,0,0,0,1,62,125,7,1,0,0,0,15,125,32,0,0,0,0,0,36,125,5,125,0,0,0,0,0,0,62,125,31,4,4,3,0,3,68,83,70,2,1,0,7,54,29,7,7,1,5,9,54,88,7,125,13,0,0,0,0,0,12,120,29,6,14,12,1,0,8,124,121,26,2,1,0,3,21,25,95,15,2,3,17,70,22,125,24,0,0,0,0,0,0,81,20,4,6,27,2,0,0,4,83,54,7,14,2,0,0,4,125,44,0,0,0,2,1,2
0.00064788,0.027523859,11.76410848,40,0,0,0,0,0,0,1,157,2,1,1,0,0,0,15,53,4,5,38,13,0,0,4,43,0,0,20,18,1,1,69,56,0,0,0,0,0,0,1,157,7,1,2,2,2,1,16,58,4,2,27,49,10,1,15,157,0,0,9,8,0,0,157,56,0,0,0,0,0,0,0,157,38,7,6,1,0,0,2,104,19,14,45,24,1,0,72,157,2,3,4,3,0,0,157,20,0,0,0,0,0,0,0,97,10,2,1,0,0,0,0,96,6,5,5,0,0,0,39,119,0,0,2,1,0,0,82,2
0.001806794,0.213957877,7.521027789,10,0,0,0,0,0,0,35,21,0,0,0,0,0,2,122,14,0,0,1,0,0,10,122,1,0,2,2,1,0,59,122,99,5,0,0,0,0,0,63,92,4,0,1,4,3,4,122,122,22,8,3,1,1,8,122,21,8,53,54,0,0,22,122,101,63,0,0,0,0,0,4,98,122,6,0,2,5,2,6,95,112,64,13,1,2,1,10,13,37,122,90,0,0,0,2,9,36,0,0,0,0,0,0,10,122,15,0,0,0,0,0,12,122,20,6,4,3,0,0,3,22,21,12,5,10,1,0,2
0.001814252,0.215727711,7.640193797,2,0,0,8,10,11,90,106,1,0,0,1,11,16,55,44,5,5,7,0,1,2,78,103,1,2,9,3,1,23,146,26,2,10,17,48,9,4,6,20,56,9,5,4,5,9,12,27,146,8,0,0,0,1,67,146,21,3,0,0,8,93,146,61,1,14,12,7,0,0,0,0,107,24,6,1,0,0,0,3,146,97,0,0,0,0,2,21,96,47,0,0,8,52,10,11,1,5,5,4,0,0,0,0,88,23,1,0,0,0,0,2,146,26,0,0,0,0,0,25,140,15,0,0,0,6,2,19,2
0.001938154,0.246197251,7.01168345,3,5,3,1,1,2,12,16,32,2,0,0,3,8,27,31,66,2,0,0,15,39,28,60,1,1,1,1,45,69,8,2,71,21,7,4,3,8,39,87,55,10,12,35,59,71,72,39,137,5,0,2,15,47,34,76,10,0,0,0,78,137,34,16,54,53,39,15,2,1,2,11,56,37,72,83,29,5,1,2,137,97,3,6,11,11,10,24,47,25,4,7,137,101,12,10,2,1,3,12,18,8,6,4,19,21,10,9,3,0,0,2,137,137,5,1,2,0,0,0,74,66,4,5,115,64,0,0,2
0.002017917,0.266877186,6.136615062,1,0,0,0,1,1,2,2,51,1,0,1,3,2,3,27,169,3,0,0,0,0,0,117,90,2,2,20,5,1,6,54,1,0,0,0,0,2,5,3,103,9,1,0,0,1,2,9,169,18,2,4,0,0,0,21,96,15,12,169,16,0,0,4,0,0,1,4,1,2,5,1,90,19,3,3,0,1,2,5,169,103,37,32,2,0,0,10,30,21,35,169,50,0,0,1,0,0,1,13,5,0,0,0,14,32,7,9,1,0,0,0,30,110,89,26,0,0,0,0,1,8,68,123,5,0,0,1,2
0.001451828,0.138152399,9.141321531,10,0,0,0,0,0,0,1,127,0,0,0,0,0,0,6,34,0,0,0,6,5,0,2,3,6,1,0,2,3,0,0,41,0,0,0,0,3,41,9,152,32,14,2,0,0,7,29,124,25,113,65,13,8,0,4,3,42,138,41,7,5,0,0,12,3,8,0,1,24,151,15,152,72,83,18,9,15,44,33,38,38,152,108,1,1,2,11,13,42,152,36,12,18,6,11,23,3,6,0,6,15,11,43,5,2,12,9,74,49,9,13,84,4,16,8,10,8,3,64,36,4,1,0,67,47,6,36,2
0.001626282,0.17334438,8.75028976,0,0,0,52,86,0,0,0,0,0,0,22,20,0,4,6,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,8,2,1,140,140,0,0,2,79,4,1,49,42,12,52,108,12,0,0,0,0,71,110,64,22,0,0,0,0,1,9,60,34,9,2,140,140,0,0,2,140,45,2,17,10,9,12,37,73,7,0,0,0,71,77,78,38,0,0,7,9,2,14,125,24,1,0,95,41,1,5,21,140,35,0,1,1,0,1,31,122,26,0,0,0,3,12,46,14,0,1,61,35,1,3,34,2
0.0015161,0.150653573,8.807194236,20,11,3,0,0,0,1,12,84,16,2,0,16,16,10,80,10,1,0,1,106,82,10,13,4,0,0,0,9,9,6,25,52,9,0,0,0,2,4,6,140,24,6,7,11,34,30,105,24,6,11,54,140,140,38,31,5,3,22,52,23,35,16,24,35,3,0,0,0,1,20,36,140,86,79,87,7,3,4,31,16,20,138,140,61,25,2,3,0,0,32,106,12,5,0,0,1,0,21,62,8,9,84,33,5,4,25,140,11,1,7,15,0,0,15,82,4,0,0,0,0,0,2,4,0,0,0,0,2
0.001561081,0.159724816,8.417001927,114,136,24,0,2,12,4,4,37,124,52,5,17,127,16,5,21,46,35,28,16,34,6,2,3,11,28,42,18,6,4,5,15,118,24,0,0,0,0,0,16,136,136,11,7,15,1,1,61,67,108,51,12,10,4,57,12,4,17,14,2,8,40,47,0,2,1,0,0,0,0,0,83,47,12,0,0,0,0,2,136,102,15,4,16,9,9,79,9,11,31,18,22,17,20,22,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,114,136,9,2,5,1,2,5,80,88,8,4,12,54,60,20,2
0.0015161,0.150653573,8.807194236,20,11,3,0,0,0,1,12,84,16,2,0,16,16,10,80,10,1,0,1,106,82,10,13,4,0,0,0,9,9,6,25,52,9,0,0,0,2,4,6,140,24,6,7,11,34,30,105,24,6,11,54,140,140,38,31,5,3,22,52,23,35,16,24,35,3,0,0,0,1,20,36,140,86,79,87,7,3,4,31,16,20,138,140,61,25,2,3,0,0,32,106,12,5,0,0,1,0,21,62,8,9,84,33,5,4,25,140,11,1,7,15,0,0,15,82,4,0,0,0,0,0,2,4,0,0,0,0,2
0.001684535,0.185984104,8.374601629,59,2,1,3,11,2,2,40,16,3,4,25,6,0,0,4,11,1,1,6,2,0,0,1,1,0,0,0,0,0,0,0,126,12,15,34,4,2,6,41,41,22,46,136,11,0,1,8,136,53,14,28,3,0,1,23,42,14,5,3,2,0,0,2,21,9,55,136,16,1,12,23,91,18,40,113,5,1,21,136,136,19,4,4,1,0,11,136,32,16,29,33,16,0,0,9,52,8,20,136,72,0,0,69,136,21,10,8,0,0,6,136,65,24,6,0,0,0,5,79,6,6,6,15,34,23,25,21,2
0.001964262,0.252874368,6.725703375,8,0,0,0,0,0,1,23,11,1,1,1,0,0,50,106,3,1,1,0,1,52,98,39,0,0,0,0,7,75,33,0,54,1,0,1,2,1,1,80,63,20,25,38,19,1,13,82,119,31,9,6,3,72,43,45,7,0,0,2,40,131,22,6,91,4,3,21,13,1,1,58,88,31,9,70,42,1,1,45,131,38,1,1,1,18,23,131,13,1,0,0,49,131,28,25,50,2,1,29,35,1,1,28,59,54,4,34,35,0,0,2,131,131,0,0,0,8,12,23,51,19,0,0,53,129,20,10,2
0.001784911,0.208806855,7.989689954,19,0,0,0,0,0,0,2,104,7,2,15,21,19,9,33,4,1,5,48,44,39,33,5,0,0,1,4,0,1,38,20,46,0,0,0,0,0,0,7,150,4,0,2,9,55,67,140,17,1,0,21,51,150,150,27,0,0,0,9,12,30,121,32,56,5,0,0,0,0,0,1,150,89,9,37,18,6,8,24,41,21,8,150,120,33,16,7,0,0,2,58,19,9,6,0,24,5,0,0,0,0,0,0,150,95,6,19,11,0,0,0,19,23,6,60,64,5,2,0,0,0,0,9,4,6,13,1,2
0.001698289,0.189033163,8.38076219,61,13,0,0,21,21,2,3,39,24,3,0,5,10,2,3,139,32,2,5,2,0,0,5,50,3,2,95,74,0,0,1,108,79,0,0,8,24,10,4,42,3,0,0,4,57,26,11,139,33,13,37,6,3,3,13,22,8,9,139,72,0,0,0,75,139,12,0,0,5,5,2,16,139,31,1,1,60,29,6,45,43,42,33,8,24,22,7,1,4,16,63,36,21,7,0,1,84,14,0,0,0,0,0,0,139,117,0,0,2,2,0,0,58,139,8,2,8,4,0,0,17,139,4,2,10,5,0,2
0.001975162,0.255688664,6.916377036,34,64,15,1,1,1,1,1,62,67,5,0,8,75,26,6,4,10,0,0,46,137,13,1,0,0,0,0,13,70,0,0,13,37,3,0,1,20,29,3,45,137,20,0,0,8,8,5,120,98,3,1,43,137,18,8,5,1,0,1,136,137,2,1,18,10,1,2,15,62,50,19,60,20,1,0,3,35,30,38,137,80,36,8,40,19,2,30,7,17,18,9,137,137,0,0,6,6,39,27,10,31,26,28,10,16,22,6,9,30,34,28,23,48,47,18,27,8,7,13,37,38,18,2,68,65,1,10,2
0.001385641,0.125844376,9.829230628,50,0,0,0,0,0,0,4,170,10,1,10,21,1,0,14,38,5,1,52,170,7,0,2,0,0,0,4,60,23,1,0,69,3,0,0,0,0,0,4,170,16,0,2,36,9,0,23,39,2,0,9,170,44,0,5,0,0,0,1,52,17,1,0,65,3,0,0,0,0,0,5,170,23,0,10,35,3,0,19,43,4,0,70,170,28,0,2,0,0,0,9,27,8,0,0,50,5,0,0,0,0,0,6,170,52,2,8,23,3,0,8,22,10,2,25,106,23,1,1,0,0,0,2,3,0,0,0,2
0.002301767,0.347233579,6.45976523,30,0,0,0,0,0,0,3,130,0,0,0,6,14,19,51,7,0,1,3,16,55,42,12,3,0,1,5,3,6,5,3,63,1,0,0,0,0,0,7,149,18,3,7,6,29,55,149,30,6,4,63,134,149,98,40,0,0,2,37,58,21,3,0,69,2,0,0,0,0,0,8,149,104,42,55,7,3,2,26,28,31,44,149,113,13,2,5,0,0,1,52,29,2,2,1,63,2,0,0,0,0,0,7,143,20,8,34,25,0,0,15,4,4,7,81,45,0,0,1,4,2,2,5,2,2,2,3,2
0.001914148,0.240136767,7.396657161,7,0,0,0,0,0,0,16,20,0,0,0,0,0,17,82,7,0,0,0,0,45,102,34,0,0,0,0,0,68,36,0,38,0,0,0,0,0,0,35,106,16,0,1,1,0,3,56,143,20,0,0,0,66,104,69,9,0,0,0,4,143,74,7,65,0,0,0,3,1,0,30,112,21,1,3,13,1,0,16,143,70,0,0,0,11,11,73,29,7,0,0,39,143,21,20,64,0,0,1,7,0,0,15,27,30,1,6,27,1,0,2,143,143,0,0,1,2,3,5,92,97,0,0,12,106,19,7,2
0.001658486,0.180276968,7.625254321,44,4,0,0,0,0,0,0,87,3,0,0,8,17,16,16,0,0,0,6,17,51,31,2,0,0,0,2,8,12,3,0,61,4,0,0,0,0,0,1,156,5,0,0,6,16,48,95,17,0,0,8,146,120,86,32,0,0,0,4,64,20,1,0,55,7,0,0,0,0,0,0,156,51,0,1,27,5,2,21,63,9,0,18,156,40,4,9,0,0,0,5,86,9,0,0,22,6,0,0,0,0,0,0,156,103,0,0,7,3,0,0,85,34,0,0,156,115,1,1,0,0,0,0,75,49,0,0,2
0.001474361,0.142473537,8.55787455,11,0,0,0,0,0,0,35,15,0,0,0,0,0,41,122,2,0,0,0,4,58,93,73,0,0,0,0,4,122,34,0,92,2,1,1,0,0,0,86,82,10,6,29,3,0,7,119,122,19,2,4,1,46,67,61,11,2,0,0,2,122,79,6,122,4,1,2,0,0,0,42,102,20,6,21,2,0,0,38,122,38,0,1,0,5,11,112,31,12,1,2,19,122,23,16,76,0,0,3,6,1,1,58,37,46,3,7,8,1,0,6,122,122,0,0,0,2,6,15,47,37,0,2,18,56,15,7,2
0.002220402,0.323119918,6.631643064,25,0,0,0,0,0,0,5,160,0,0,0,0,1,4,120,54,0,0,0,0,28,47,58,0,0,0,0,1,20,37,5,54,0,0,0,0,0,0,3,160,10,2,2,0,0,2,52,92,7,25,48,4,23,33,30,0,1,51,23,6,27,25,0,52,4,0,0,0,0,0,0,160,110,36,8,0,0,0,3,52,55,114,121,4,0,0,4,6,11,75,27,2,3,20,13,10,7,0,0,0,0,0,0,41,103,84,1,0,0,0,0,89,116,149,10,0,0,0,6,83,56,36,1,0,2,48,38,3
0.001558882,0.159275176,9.122417932,0,0,0,0,0,0,0,2,1,0,0,0,0,0,7,80,2,0,0,0,0,0,69,154,1,0,0,0,0,3,154,119,21,1,0,0,0,0,0,12,145,5,0,0,0,0,5,154,62,6,0,0,0,0,19,154,11,9,1,1,1,5,40,45,38,5,0,0,0,0,0,11,154,47,0,0,0,0,0,64,142,29,2,3,1,0,0,32,10,28,2,1,0,0,0,1,37,0,0,0,0,0,0,86,138,3,0,0,0,0,5,154,60,7,3,4,0,1,13,34,22,10,1,1,0,1,2,4,3
0.001989396,0.259386966,7.885097001,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,35,24,0,0,0,0,0,78,154,2,0,0,0,0,0,154,128,1,0,0,0,0,0,0,0,134,10,0,0,0,0,0,22,154,15,0,0,0,0,17,147,49,1,1,0,0,0,47,119,1,0,0,0,0,0,0,0,153,11,0,0,0,0,0,4,154,64,0,0,0,0,0,33,67,34,16,5,0,0,4,26,0,0,0,0,0,0,0,0,68,26,0,0,0,0,0,0,154,102,0,0,0,0,0,5,88,22,6,3,0,0,5,21,3
